video_id,domain,original_rouge1,style_controlled_rouge1,improvement,academic_removed
LBUFrBHAjcs,engineering,0.0385674931129476,0.007692307692307692,-0.030875185420639904,True
6M5VXKLf4D4,engineering,0.4009779951100245,0.38095238095238093,-0.02002561415764359,True
Fi3_BjVzpqk,engineering,0.4390243902439024,0.38461538461538464,-0.05440900562851775,True
klpDHn8viX8,scientific,0.4411027568922305,0.3246753246753247,-0.11642743221690582,True
DfY-DRsE86s,scientific,0.3959390862944162,0.3935483870967742,-0.00239069919764201,True
pGsbEd6w7PI,scientific,0.5126903553299492,0.484472049689441,-0.0282183056405082,True
3v_vh9auQqA,scientific,0.4373464373464373,0.4194528875379939,-0.017893549808443376,True
