video_id,domain,original_rouge1,two_stage_rouge1,improvement
LBUFrBHAjcs,engineering,0.0385674931129476,0.0,-0.0385674931129476
6M5VXKLf4D4,engineering,0.4009779951100245,0.2926829268292683,-0.10829506828075625
Fi3_BjVzpqk,engineering,0.4390243902439024,0.24817518248175185,-0.19084920776215053
klpDHn8viX8,scientific,0.4411027568922305,0.23396226415094343,-0.20714049274128707
DfY-DRsE86s,scientific,0.3959390862944162,0.3670411985018726,-0.028897887792543597
